Back to Contents,Data 1: Export Volumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,N9130US2,N9132US2,N9132CN2,N9132MX2,N9133US2,NGM_EPG0_EVT_NUS-Z00_MMCF,NGM_EPG0_EVE_NUS-Z00_MMCF,NGM_EPG0_EVE_NUS-NAC_MMCF,NGM_EPG0_EVE_NUS-NAT_MMCF,NGM_EPG0_EVE_NUS-NBF_MMCF,NGM_EPG0_EVE_NUS-NBG_MMCF,NGM_EPG0_EVE_NUS-NBB_MMCF,NGM_EPG0_EVE_NUS-NBE_MMCF,NGM_EPG0_EVE_NUS-NBR_MMCF,NGM_EPG0_EVE_NUS-NCI_MMCF,NGM_EPG0_EVE_NUS-NCH_MMCF,NGM_EPG0_EVE_NUS-NCO_MMCF,NGM_EPG0_EVE_NUS-NHR_MMCF,NGM_EPG0_EVE_NUS-NDR_MMCF,NGM_EPG0_EVE_NUS-NEG_MMCF,NGM_EPG0_EVE_NUS-NFI_MMCF,NGM_EPG0_EVE_NUS-NFR_MMCF,NGM_EPG0_EVE_NUS-NGM_MMCF,NGM_EPG0_EVE_NUS-NGR_MMCF,NGM_EPG0_EVE_NUS-NHA_MMCF,NGM_EPG0_EVE_NUS-NIN_MMCF,NGM_EPG0_EVE_NUS-NID_MMCF,NGM_EPG0_EVE_NUS-NIS_MMCF,NGM_EPG0_EVE_NUS-NIT_MMCF,NGM_EPG0_EVE_NUS-NJM_MMCF,NGM_EPG0_EVE_NUS-NJA_MMCF,NGM_EPG0_EVE_NUS-NJO_MMCF,NGM_EPG0_EVE_NUS-NKU_MMCF,NGM_EPG0_EVE_NUS-NLH_MMCF,NGM_EPG0_EVE_NUS-NMY_MMCF,NGM_EPG0_EVE_NUS-NM6_MMCF,NGM_EPG0_EVE_NUS-NMX_MMCF,NGM_EPG0_EVE_NUS-NNL_MMCF,NGM_EPG0_EVE_NUS-NNU_MMCF,NGM_EPG0_EVE_NUS-NPK_MMCF,NGM_EPG0_EVE_NUS-NPM_MMCF,NGM_EPG0_EVE_NUS-NPL_MMCF,NGM_EPG0_EVE_NUS-NPO_MMCF,NGM_EPG0_EVE_NUS-NRS_MMCF,NGM_EPG0_EVE_NUS-NSN_MMCF,NGM_EPG0_EVE_NUS-NKS_MMCF,NGM_EPG0_EVE_NUS-NSP_MMCF,NGM_EPG0_EVE_NUS-NTW_MMCF,NGM_EPG0_EVE_NUS-NTH_MMCF,NGM_EPG0_EVE_NUS-NTU_MMCF,NGM_EPG0_EVE_NUS-NTC_MMCF,NGM_EPG0_EVE_NUS-NUK_MMCF,NGM_EPG0_ETR_NUS-Z00_MMCF,NGM_EPG0_ETR_NUS-NCA_MMCF,NGM_EPG0_ETR_NUS-NMX_MMCF,NGM_EPG0_ERE_NUS-Z00_MMCF,NGM_EPG0_ERE_NUS-NAT_MMCF,NGM_EPG0_ERE_NUS-NBR_MMCF,NGM_EPG0_ERE_NUS-NCI_MMCF,NGM_EPG0_ERE_NUS-NCH_MMCF,NGM_EPG0_ERE_NUS-NEG_MMCF,NGM_EPG0_ERE_NUS-NIN_MMCF,NGM_EPG0_ERE_NUS-NJA_MMCF,NGM_EPG0_ERE_NUS-NMX_MMCF,NGM_EPG0_ERE_NUS-NPO_MMCF,NGM_EPG0_ERE_NUS-NKS_MMCF,NGM_EPG0_ERE_NUS-NSP_MMCF,NGM_EPG0_ERE_NUS-NTU_MMCF,NGM_EPG0_ERE_NUS-NUK_MMCF,NGM_EPG0_ENC_NUS-Z00_MMCF,NGM_EPG0_ENC_NUS-NCA_MMCF
01/02/2020,454245,228425,77354,151071,225786,225786,225699,,0,13,0,26,9872,10433,10731,0,1003,0,0,0,,20520,,0,11,0,,0,16616,2914,21360,0,0,0,,48,3167,14099,,3567,3408,6677,6187,0,0,11071,20240,7115,3435,24303,0,28884,87,0,87,0,0,0,,0,0,0,0,0,,0,0,0,0,34,34
01/03/2020,497437,253130,86579,166550,244269,244269,244145,,0,20,0,28,3724,6891,3216,17699,0,0,2872,0,,23491,,8892,9,17245,,3197,9895,1,21845,0,0,0,,0,7037,13772,,0,906,3583,0,0,10610,28095,23657,6987,3783,6489,0,20202,123,0,123,0,0,0,,0,0,0,0,0,,0,0,0,0,38,38
01/04/2020,420767,210266,71722,138544,210466,210466,210443,,0,23,0,15,3324,0,14098,21140,0,0,1838,0,,16336,,3233,8,16674,,0,3135,5770,18387,0,3297,2945,,0,0,10305,,3334,0,3523,10777,0,0,24258,22943,0,11049,14030,0,,23,0,23,0,0,0,,0,0,0,0,0,,0,0,0,0,35,35
01/05/2020,395472,212994,67752,145242,182438,182438,182420,,8372,20,3406,20,1348,0,11068,14535,0,0,2554,0,,9546,,3430,10,10534,,0,6452,0,13729,3294,0,3473,,0,0,6826,,0,3070,6258,0,0,0,20921,29360,6662,7397,6661,3474,,18,0,18,0,0,0,,0,0,0,0,0,,0,0,0,0,39,39
01/06/2020,338486,229442,66516,162927,109002,109002,108941,,2229,18,0,20,0,0,3313,0,0,0,0,0,,,,1076,7,10100,,3277,12998,0,21836,0,0,3049,,0,0,6870,,0,0,3385,0,0,0,28171,9640,2953,0,0,0,,61,0,61,0,0,0,,0,0,0,0,0,,0,0,0,0,43,43
01/07/2020,349167,252930,71778,181152,96200,96200,96128,,2218,15,3614,15,0,0,1515,10358,0,0,0,0,,,,6544,8,7404,,3317,3232,0,10618,0,0,0,,0,0,6746,,0,0,0,0,0,3690,10492,13679,0,3254,3222,3277,2908,72,0,72,0,0,0,,0,0,0,0,0,,0,0,0,0,37,37
01/08/2020,360230,247748,61881,185867,112462,110298,110220,,2249,21,0,14,0,3520,7428,13699,550,0,2772,0,,,,0,11,10319,,3001,6734,0,22541,0,6886,0,,0,3701,0,,3412,0,0,0,0,2967,13814,3222,0,0,0,3359,,78,0,78,2164,2164,0,,0,0,0,0,0,,0,0,0,0,20,20
01/09/2020,395424,244279,62211,182068,151128,151128,151055,,0,20,0,14,0,0,3277,11245,2548,0,0,0,,,,7027,8,10514,,3041,0,2610,6855,3578,3508,3308,,0,3285,6671,,9853,3228,0,6853,0,0,32126,15206,9007,0,3611,0,3664,73,0,73,0,0,0,,0,0,0,0,0,,0,0,0,0,17,17
01/10/2020,481621,258632,72833,185799,222963,222717,222650,,0,25,0,17,3285,22427,6836,35115,0,0,5909,0,,6639,,0,9,17762,,0,0,2514,31554,0,3603,6191,,0,7398,3603,,10009,433,3157,3564,0,3416,14239,14118,3636,0,0,0,17191,68,0,68,245,0,82,,0,0,0,82,0,,82,0,0,0,26,26
01/11/2020,528210,247493,81358,166135,280682,280682,280630,,0,31,0,15,3633,30191,3252,45083,0,0,5106,0,,3390,,3543,11,10299,,0,3083,0,32967,0,0,3621,,0,3056,6684,,3436,1448,0,5830,0,7658,49103,9907,6216,3705,12817,0,26544,52,0,52,0,0,0,,0,0,0,0,0,,0,0,0,0,35,35
01/12/2020,553176,248884,84307,164577,304263,304263,304209,,0,36,0,25,0,29927,9793,45525,0,3275,5000,0,,3752,,3382,17,10241,,0,0,2374,54004,0,0,6291,,0,0,3316,,0,271,7033,3711,0,0,39617,13583,12470,0,20188,0,30378,53,8,46,0,0,0,,0,0,0,0,0,,0,0,0,0,29,29
01/01/2021,563515,258287,84927,173360,305196,305196,305113,0,0,28,3148,17,0,21132,9784,38940,0,0,6895,0,,3587,,600,12,20367,,0,0,3708,64331,0,0,0,,0,0,2949,0,3682,516,0,0,0,3688,55936,7377,10319,0,26659,0,21436,83,0,83,0,0,0,,0,0,0,0,0,,0,0,0,0,32,32
01/02/2021,424004,215579,78198,137381,208394,208394,208331,0,0,29,0,19,0,13118,6524,3415,0,0,5689,0,,14851,,0,11,13776,,0,0,2365,18271,0,0,6851,,0,13354,22777,0,0,0,7099,3360,0,0,18094,3733,0,0,20652,0,34343,63,0,63,0,0,0,,0,0,0,0,0,,0,0,0,0,32,32
01/03/2021,595411,274352,91301,183051,321023,321023,321004,0,2238,39,3566,14,3484,21977,21320,28476,0,7367,5577,0,,33678,,6805,10,17381,,2826,10739,2458,27673,0,3821,3228,,0,0,24204,0,3421,3279,3507,0,0,3303,32203,13900,13450,0,3619,0,17440,19,0,19,0,0,0,,0,0,0,0,0,,0,0,0,0,36,36
01/04/2021,564333,257485,74567,182918,306818,306818,306755,0,4485,46,10219,30,0,11615,10293,50474,892,3666,2905,0,,36120,,0,3,13752,,3225,6896,2370,28756,0,3705,3078,,2928,0,17060,0,3323,0,7382,7358,0,3660,21683,22974,6594,7388,0,0,13877,63,15,48,0,0,0,,0,0,0,0,0,,0,0,0,0,29,29
01/05/2021,578056,263110,70561,192549,314922,314922,314855,0,16226,45,6948,19,2100,19726,17598,37731,0,3364,5283,0,,11926,,6796,12,28259,,0,2923,2925,25058,0,0,3049,,0,0,26611,0,0,2341,3581,10765,0,3089,46033,5234,10157,3453,3017,0,10586,66,18,48,0,0,0,,0,0,0,0,0,,0,0,0,0,25,25
01/06/2021,539165,267770,69528,198242,271368,271368,271256,0,19312,48,3493,22,0,32293,0,42319,0,2923,4670,0,,3683,,0,18,16503,,0,3425,2927,39783,0,7126,3285,,0,0,3030,0,3376,0,10635,5538,0,0,55918,7833,3097,0,0,0,,112,7,105,0,0,0,,0,0,0,0,0,,0,0,0,0,27,27
01/07/2021,566046,265887,68264,197623,300143,300143,300030,0,22798,46,0,31,0,39637,19913,42222,0,3299,1806,0,,0,,6651,8,13090,,0,6826,0,24895,0,0,6469,,0,758,10597,1,13428,0,6619,3296,0,3449,39314,8630,20653,0,5591,0,,113,16,97,0,0,0,,0,0,0,0,0,,0,0,0,0,16,16
01/08/2021,563572,265296,71586,193710,298262,298262,298097,0,14363,56,7085,27,0,34204,16262,51662,919,2980,5901,0,,7111,,3607,24,20592,,0,3401,2907,19979,0,3298,1677,,0,0,7347,0,3319,1390,0,6382,0,0,50101,23068,6728,3707,0,0,,165,18,147,0,0,0,,0,0,0,0,0,,0,0,0,0,14,14
01/09/2021,535583,250769,72023,178746,284813,284813,284645,3,1950,43,3276,33,0,38282,7929,48584,436,0,0,0,,6578,,799,10,23941,1118,2855,0,2931,10290,0,10333,3282,,2498,0,10424,0,9642,0,0,3696,0,0,31375,31274,5789,0,24176,0,3099,168,19,150,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/10/2021,545055,246936,62464,184472,298119,298119,297929,0,0,36,0,25,0,40769,6364,42202,0,0,5619,0,,9333,,1515,17,10548,477,0,0,1858,37666,0,6193,0,,0,1088,17157,0,3138,911,3270,10459,0,0,33836,35638,7123,0,19385,0,3302,190,8,182,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/11/2021,556982,250585,85136,165449,306397,306397,306229,2,0,34,0,27,0,10715,2956,50228,0,9416,2780,0,,10021,,7629,8,14807,456,0,0,715,33947,0,0,0,,0,0,8829,0,2490,0,7068,5380,0,3728,30787,22821,3404,0,47330,0,30648,168,8,160,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/12/2021,620886,275524,108568,166956,345363,345363,345195,3,2077,36,0,34,0,24246,2938,17050,0,3117,5969,0,,33892,,5305,4,3203,1218,0,0,113,24297,0,0,0,,0,0,23354,0,0,0,7159,9630,0,0,38201,32579,12034,0,38420,0,60315,168,20,148,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/01/2022,610836,257045,81577,175467,353791,353791,353631,2,0,34,0,28,13786,17322,3162,0,486,9084,6647,0,0,50084,0,1802,20,6866,,0,7037,86,21527,0,0,3518,0,0,0,16279,0,0,3255,3695,2868,0,0,21824,49379,6211,3490,45081,0,60060,160,13,148,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/02/2022,546428,229662,74630,155032,316766,316766,316605,0,0,31,5896,31,7691,10660,0,3357,0,5870,0,0,0,39646,0,8094,16,7210,717,0,13629,111,10214,0,5277,3131,0,2345,0,31591,0,0,3069,7475,3703,0,0,27489,39359,6115,4880,43697,0,25301,161,4,157,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/03/2022,639074,274958,105074,169885,364116,364116,363971,2,0,43,3421,34,17743,2236,3214,7527,0,3358,6530,0,0,64415,0,4116,10,10438,,0,7088,92,17697,0,0,5700,0,0,0,24922,0,0,0,3831,10728,0,6725,19289,59224,12161,0,16629,0,56799,144,0,144,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/04/2022,587378,256916,80475,176440,330463,330463,330326,3,9933,34,0,0,7341,3448,3530,10217,0,6763,3645,0,0,56343,0,1336,11,14223,,0,15519,135,13231,0,7298,13770,0,0,0,28395,0,3074,1536,13882,6632,0,0,13813,40259,9541,0,6637,0,39775,136,15,122,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/05/2022,616627,265179,79214,185965,351448,351448,351325,2,20111,42,3346,0,3441,15303,9943,0,0,8543,4964,0,0,47150,0,12650,9,7152,,0,21696,144,24024,0,14204,11237,0,0,0,28902,0,0,1192,18224,3888,0,0,17538,40337,15975,3419,7281,0,10608,123,8,115,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/06/2022,552464,251805,70105,181700,300659,300659,300546,3,25246,47,0,0,7023,3857,0,7329,912,7925,5838,0,0,37564,0,9633,13,10653,,0,7137,48,21561,0,8105,6729,0,0,3292,34420,0,0,623,14282,5582,0,3352,25054,29639,6892,6920,7542,0,3326,113,8,105,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/07/2022,558367,257951,69774,188178,300415,300415,300339,2,9448,45,0,0,0,5192,6917,784,0,4600,6532,0,0,53443,0,12922,8,13902,,0,9914,121,18189,0,5382,7947,0,0,0,32637,0,0,0,17780,6412,0,6275,34342,34396,9353,0,0,0,3797,76,0,76,0,0,0,,0,0,0,0,0,,0,0,0,0,1,1
01/08/2022,556559,256344,75220,181124,300215,300215,300112,2,2202,53,0,0,3589,10542,0,10272,606,7824,3357,0,0,33885,0,10763,11,10265,967,0,15462,110,20156,0,6415,7579,0,0,0,50020,0,0,0,6885,3202,0,0,36033,26140,8901,3607,0,0,21263,103,0,103,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/09/2022,526465,231086,61926,169159,295379,295379,295285,3,0,43,0,0,9165,0,3365,10275,0,9073,3196,0,0,57943,0,0,8,10528,509,0,8355,240,7005,0,7038,3541,0,0,0,30924,0,0,0,16917,5806,0,0,19736,21263,9753,3673,5458,0,51467,94,0,94,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/10/2022,554328,244505,72738,171766,309823,309823,309629,2,0,40,0,0,7190,3439,0,22598,3699,2922,3469,0,0,41959,0,4424,0,7005,625,0,0,144,10684,0,3299,7072,0,0,0,39703,0,0,0,7095,7005,0,6628,38844,26369,9041,0,10333,0,46040,194,19,175,0,0,0,,0,0,0,0,0,,0,0,0,0,1,1
01/11/2022,553774,251165,90179,160986,302608,302608,302455,2,0,35,0,1,0,0,0,17308,0,5122,0,0,0,50655,1,421,0,10138,505,0,3205,137,24396,0,0,3708,0,2928,0,20645,0,0,3833,3453,3732,0,0,14069,26445,3592,0,31430,0,76693,153,0,153,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/12/2022,597316,257355,98718,158638,339960,339960,339792,1,0,42,0,0,3274,0,0,6992,0,6204,6644,0,329,38311,7112,2869,9,14139,3256,0,6992,147,20535,0,0,3281,0,0,539,39893,0,0,249,13885,10025,0,0,24700,33847,9203,0,17979,0,69332,169,8,160,,0,0,,0,0,0,0,0,,0,0,0,0,0,0
01/01/2023,603639,266483,104399,162085,337155,337155,337022,4,0,42,3369,0,3640,0,3307,17896,0,2913,3643,0,0,34124,14314,3207,8,6956,805,0,10082,107,17696,0,0,6713,0,2592,3219,36453,0,0,2718,11538,6816,0,0,24507,13987,3471,3738,36126,0,63032,133,0,133,,0,0,,0,0,0,0,0,,0,0,0,0,0,0
